userName,score,at,content,label
Pengguna Google,5,08-09-2024 04:17,Jos jiss,Positif
Pengguna Google,5,08-09-2024 04:16,kadang gmbr ga muncul pdhl jaringan bagusss,Positif
Pengguna Google,5,08-09-2024 04:15,"Kheren pokoknya mah ,,,",Positif
Pengguna Google,2,08-09-2024 04:15,"Spx Paketnya dkembalikan terus lah , pembeli butuh barangnya malah dkembalikan nga jelas",Negatif
Pengguna Google,4,08-09-2024 04:15,bagus,Positif
Pengguna Google,5,08-09-2024 04:13,Ok,Positif
Pengguna Google,5,08-09-2024 04:12,No wa kurir sama namanya gabisa di liat beda kaya lazada bisa,Positif
Pengguna Google,5,08-09-2024 04:12,Bagus masyaaAllah,Positif
Pengguna Google,5,08-09-2024 04:11,sangat membantu,Positif
Pengguna Google,5,08-09-2024 04:11,Netral,Positif
Pengguna Google,1,08-09-2024 04:10,Selama belanja di shopping saya baru sekali mendapatkan barang yang tidak sesuai Karena baru sekali jadi penilaian saya baik sekali,Negatif
Pengguna Google,5,08-09-2024 04:10,Membantu,Positif
Pengguna Google,5,08-09-2024 04:10,Kereeen,Positif
Pengguna Google,5,08-09-2024 04:10,"Harga nya murah"" di shoopee harga terjangkau.buat pesenan Dagangan Saya.Next tolong jika ada Penjual"" Yg Nakal proses Hukum Aja.band akunnya.Merugikan pelanggan Shoope..Takut nanti imbasnya ke shoope nya juga.",Positif
Pengguna Google,1,08-09-2024 04:10,"Byk toko yg melakukan modus penipuan,smakin kesini smakin buruk kontrol/penyaringan ttg toko yg bergabung.klo begini terus mending hapus dan baned aja aplikasi dr playstore.",Negatif
Pengguna Google,5,08-09-2024 04:09,senang banget,Positif
Pengguna Google,5,08-09-2024 04:09,shopee belanja murah banyak diskon,Positif
Pengguna Google,5,08-09-2024 04:08,Sangat bagus 👍👍👍,Positif
Pengguna Google,5,08-09-2024 04:07,Manstapppppp....,Positif
Pengguna Google,5,08-09-2024 04:07,"Udah seneng pake shoppy, terpercaya",Positif
Pengguna Google,5,08-09-2024 04:06,"Bagus,recomend belanja di zaman now",Positif
Pengguna Google,5,08-09-2024 04:06,Bagus,Positif
Pengguna Google,5,08-09-2024 04:05,Oke,Positif
Pengguna Google,5,08-09-2024 04:04,Apk yg bagus,Positif
Pengguna Google,5,08-09-2024 04:04,Tingkat kan pelayanan,Positif
Pengguna Google,5,08-09-2024 04:04,"Membantu berbelanja, keamanan kenyamanan lumayan sangat baik",Positif
Pengguna Google,5,08-09-2024 04:04,Suka bangeut pake aplikasi shopee tegas menindak pada seller nakal. Jadi tempat berbelanja aman dan terpercaya,Positif
Pengguna Google,5,08-09-2024 04:02,Tpi kok di hp saya susah buat cekout... Yang muncul verifikasi yg gak slesai2 jd lma... Bnget muncule,Positif
Pengguna Google,1,08-09-2024 04:01,"sangat lambat kalo kita pesan barang, rekomendasix TDK akurat.preet",Negatif
Pengguna Google,1,08-09-2024 03:58,"Shopee skrg dah gk sebagus dlu,, expedisi ny lelet.. Kecewa",Negatif
Pengguna Google,5,08-09-2024 03:58,Untuk saat ini shopee cukup bagus.. Saran untuk shope ya tolong jika penjual yg pengemasan selama 3/4hari untuk pelanggan itu sudah tidak wajar.. jd tolong beri peringatan tuk penjual .. dan jika penjual tersebut tidak aktif selama berbulan bulan harap d'nonaktifkan atau blokir trima kasih,Positif
Pengguna Google,3,08-09-2024 03:58,"Harus nya shopee jangan egois dan mementingkan pelanggan saja. Perihal retur pengembalian barang harus nya ada pihak ketiga atau penengah sebagai hakim yg adil. Ahir"" ini saya sering jadi korban penipuan pembeli. Retur barang dengan barang bekas .",Netral
Pengguna Google,5,08-09-2024 03:58,"Mengerti kebutuhan konsumen, maju terus",Positif
Pengguna Google,5,08-09-2024 03:57,Barang sesuai dg pesanan dan pengiriman memuaskan.,Positif
Pengguna Google,1,08-09-2024 03:56,baik,Negatif
Pengguna Google,3,08-09-2024 03:54,"Kepada aplikasi shopee pinjaman yang terhormat mengapa harus ada kata pencarian 3hri kinerja,mohon beri saya jawaban nya,dan pihak kepada pinjam shopee saya belum ada menerima uang apapun dan saya mintak maaf juga karna belum pakar menjelajahinya 🙏🙏🙏🙏",Netral
Pengguna Google,5,08-09-2024 03:54,Sangat membantu,Positif
Pengguna Google,5,08-09-2024 03:53,saya suka dengan shopee karna belanjanya gampang dan murah lagi..... thank you shopee.,Positif
Pengguna Google,3,08-09-2024 03:52,Udah bagus cuman pengiriman nya yang lama,Netral
Pengguna Google,5,08-09-2024 03:52,Cakep,Positif
Pengguna Google,5,08-09-2024 03:52,👋👋,Positif
Pengguna Google,1,08-09-2024 03:51,"tlong kpda SPX EXPRESS lbih ditingkatkan lagi pengirimannya, masa paket saya di retur tnpa konfirmasi dulu ke saya... saya sangat kecewa!!! apalgi sekarang di shopee tdak bisa pilih ekspedisi yg saya inginkan😭😭🙏🙏🙏",Negatif
Pengguna Google,5,08-09-2024 03:51,Memuaskan,Positif
Pengguna Google,4,08-09-2024 03:49,Shopee baik,Positif
Pengguna Google,1,08-09-2024 03:49,Aplikasi nya bagusss,Negatif
Pengguna Google,2,08-09-2024 03:49,beranda shoppe aku tdk bisaa,Negatif
Pengguna Google,4,08-09-2024 03:48,"Terbaik, tingkatkan lagi, semoga sukses..",Positif
Pengguna Google,5,08-09-2024 03:47,Mantulll apk nya👍👍,Positif
Pengguna Google,5,08-09-2024 03:47,Sangat membantu sekali dan harganya bisa lebih murah daripada ke toko,Positif
Pengguna Google,3,08-09-2024 03:47,shopee sangat menarik .👍👍👍,Netral
Pengguna Google,5,08-09-2024 03:46,terbaik,Positif
Pengguna Google,5,08-09-2024 03:45,seneng belanja di shopee,Positif
Pengguna Google,5,08-09-2024 03:45,Saya senang dengan aplikasi ini,Positif
Pengguna Google,5,08-09-2024 03:44,manrap,Positif
Pengguna Google,5,08-09-2024 03:43,mantap,Positif
Pengguna Google,5,08-09-2024 03:43,Okkkk,Positif
Pengguna Google,5,08-09-2024 03:43,Mantap,Positif
Pengguna Google,2,08-09-2024 03:42,Produk MULYONO! saatnya Unninstal,Negatif
Pengguna Google,5,08-09-2024 03:42,"Smga shopee makin nambah baik ke depan nya,klu skrg udah bgs ke depan ny makin bgs,dan ongkir smga bisa LBH murah,heee...",Positif
Pengguna Google,5,08-09-2024 03:39,Sangat memuaskan ⭐🥰,Positif
Pengguna Google,5,08-09-2024 03:39,Males bgt sekarang ada biaya penanganan biaya pelyanan jg hadehhh,Positif
Pengguna Google,5,08-09-2024 03:38,mantappp,Positif
Pengguna Google,5,08-09-2024 03:37,Servis memuaskan. Barang sesuai pesanan. Paket tiba secepat yang diharapkan.,Positif
Pengguna Google,5,08-09-2024 03:36,"Bagus,goot job👍🏻",Positif
Pengguna Google,5,08-09-2024 03:36,"tentang pengalaman sy bersama dg Shoope, tentang pengiriman lebih sedikit di percepat ja sedikit, terimakasih",Positif
Pengguna Google,5,08-09-2024 03:35,Sangat bermanfaat Shopie membantu dan meringankan kebutuhan,Positif
Pengguna Google,3,08-09-2024 03:33,"sebenarnya bagus sangat bagus shopee ini,lengkap dan murah,skrng minesnya 1. tolong pihak shope jangah lah prioritaskan/rekomen pesanan kita ke pihak jasa SPX, Spx kurang profesional menjalankan tugas sehingga jadinya lambat,sudah ribuan orang mengeluh soal jasa SPX. apakah shopee mau karna 1 keburukan Jasa seribu pelanggan lari ? tolonglah,mending JNT&JNE yg di prioritaskan ke setiap toko. terima kasih",Netral
Pengguna Google,2,08-09-2024 03:32,Bagussss,Negatif
Pengguna Google,5,08-09-2024 03:31,Mantap,Positif
Pengguna Google,5,08-09-2024 03:31,Hanya bintang yang bisa menjawab..,Positif
Pengguna Google,4,08-09-2024 03:31,Apk nyw bagus tapi banyak iklan Contohnya Kan aku lagi buka apk lain kayak youtube tiba tiba ada iklan shoope cod anjir lah 🗿👊🏻,Positif
Pengguna Google,1,08-09-2024 03:30,mahal ongkirnya dari barang yang kita pesan cuaaakkzzzz...!!!!🤣 auto hapus aplikasi ini,Negatif
Pengguna Google,4,08-09-2024 03:28,aplikasi ini sangat membantu,Positif
Pengguna Google,5,08-09-2024 03:28,Wahhh!! Dari Shopee aku bisa berbelanja terus! Dan mendapatkan diskon besar besaran... Doa kan aku semoga nanti malam bisa mendapat ip seharga seratus perak ya! Heheheh,Positif
Pengguna Google,1,08-09-2024 03:27,Kurir nya gak bisa milih parah,Negatif
Pengguna Google,5,08-09-2024 03:27,Oke,Positif
Pengguna Google,5,08-09-2024 03:23,"Sejauh ini masih bagus pelayanannya ,,kedepannya moga tetap baik",Positif
Pengguna Google,5,08-09-2024 03:23,Luar biasa,Positif
Pengguna Google,5,08-09-2024 03:22,Keren nieh,Positif
Pengguna Google,5,08-09-2024 03:21,Mantap,Positif
Pengguna Google,5,08-09-2024 03:21,Langganan beli d shopee tp biaya admin mkin naik trs 🥲,Positif
Pengguna Google,5,08-09-2024 03:21,Belanja di shopee lengkap jadi mudah,Positif
Pengguna Google,5,08-09-2024 03:20,Sangat bagus,Positif
Pengguna Google,5,08-09-2024 03:19,Shopee untuk sekarang ini masih terdepan dan terpercaya dibandingkan dengan yang lain,Positif
Pengguna Google,1,08-09-2024 03:17,Update tampilan barunya lama sekali😡😤,Negatif
Pengguna Google,3,08-09-2024 03:16,"Sejauh ini udah ga ngelag apk nya, tpi berat bgt penyimpanannya, kalo bisa dikurangim fitur2 yg tidak perlu, soalnya bikin hp cpet panas kalo buka apk ini",Netral
Pengguna Google,5,08-09-2024 03:15,Aplikasi terbaik 🤙,Positif
Pengguna Google,4,08-09-2024 03:15,Ini kenapa sekarang ni.kok buka aplikasi lgsg ke live.bikin jengkel aja di paksa harus lihat live dulu,Positif
Pengguna Google,5,08-09-2024 03:13,Banyakin diskonnya bang,Positif
Pengguna Google,5,08-09-2024 03:12,Mantul,Positif
Pengguna Google,5,08-09-2024 03:12,Baik,Positif
Pengguna Google,5,08-09-2024 03:10,baguss,Positif
Pengguna Google,3,08-09-2024 03:08,Ckup puas,Netral
Pengguna Google,5,08-09-2024 03:07,"Semuahnya perfect, cuman satu kendala saya di fitur shopepay, ketika mau beli barang dan mau bayar tidak bisa padahal saldo sudah melebihi dari harga barang, itu kira² kenapa ya min?",Positif
Pengguna Google,1,08-09-2024 03:06,saya beli pulsa di shope ga masuk2 padahal sudah di bayar sudah hubungi cs tetap saja ga ada solusi malah di suruh tunggu estimasi 1 hari kerja tapi sekarang sudah lebih tapi tetep belum masuk2 dana ga bisa kembali pulsa ga ada apk ampas.,Negatif
Pengguna Google,5,08-09-2024 03:06,mantap,Positif
Pengguna Google,1,08-09-2024 03:05,"Shopee aneh paket mu sampai tujuan tpi info kurirnya kga muncul jdi kan sudah buat ngehubungi kurir, Klu udh di pic-up Bru dah info kurirnya muncul dan bingung kadang di keterangan notifikasi bilangnya paket udh sampai tujuan tpi di tungguin kga ada.. kga Kya apk BIRU sblah kterangan dan info valid pls kurir",Negatif
Pengguna Google,1,08-09-2024 03:02,Ngebug,Negatif
Pengguna Google,5,08-09-2024 03:01,Buka blokiran Spinjam dan paylater ku dong,Positif
Pengguna Google,5,08-09-2024 03:01,Berbelanja di shopie paling memuaskan harga dan pelayanan jg sangat cepat,Positif
Pengguna Google,1,08-09-2024 02:59,"Ni Shopee kebiasaan banget paket uda nyampe di lokasi sortir tp kagak di antar"" Shopee express emang taekkk",Negatif
Pengguna Google,3,08-09-2024 02:57,bagus,Netral
Pengguna Google,5,08-09-2024 02:57,Sangat membatu semua ada di shope,Positif
Pengguna Google,5,08-09-2024 02:55,shoope mantap,Positif
Pengguna Google,4,08-09-2024 02:55,"Kenapa apk sering log out sendiri... Trus sekarang berkedip terus kenapa minn😭😭, udah d bersihkan chace,udah update ,udah di instal ulang tapi masih berkedip🥲 gabisa d buka",Positif
Pengguna Google,3,08-09-2024 02:52,"Min kenapa Shopee d HP saya kok suka tiba"" Keluar ya",Netral
Pengguna Google,5,08-09-2024 02:52,Sangat bagus & membantu,Positif
Pengguna Google,5,08-09-2024 02:51,Ok memuaskan,Positif
Pengguna Google,5,08-09-2024 02:49,bagus,Positif
Pengguna Google,5,08-09-2024 02:49,Tempat belanja andalan,Positif
Pengguna Google,5,08-09-2024 02:49,👍,Positif
Pengguna Google,5,08-09-2024 02:48,"Belanja bsa plih²,,sesuai isi kantong dompet 😁👌🏼",Positif
Pengguna Google,5,08-09-2024 02:48,Baik,Positif
Pengguna Google,5,08-09-2024 02:47,Sejauh ini mantap 👍,Positif
Pengguna Google,5,08-09-2024 02:47,Terima kasih selalu kasih diskon ongkir 😄pertahankan ya Pee Shopee biar aq juga bertahan di kamu😄oke Shopee ... Siip,Positif
Pengguna Google,2,08-09-2024 02:47,"saran shopee pengiriman nya di perbaiki lagi sering banget pengiriman telat bahkan lewat estimasi jauh banget,terus tolong kalau nomor kurir expedisi spx tuh di tampilkan kaya expedisi j&t,biar kalau ada apa² gampang ngehubungi kurir",Negatif
Pengguna Google,1,08-09-2024 02:46,Malinggggg....paket Internet gue....,Negatif
Pengguna Google,1,08-09-2024 02:46,"Lelet bgt sekarang pengiriman ny,, pesan dr tgl 31, tgl 8 blom smpai jg itu barang,,, ngapain aja klian?? Sudh komplent ke aplkasi, gak da solusi ny...Trus pesanan sya dr tgl 6 gk ada update ny smpe tgl 8,, sudah terlalu kecewA..",Negatif
Pengguna Google,5,08-09-2024 02:46,Aplikasi belanja online terbaik Maju terus Shopee .. ⭐⭐⭐⭐⭐,Positif
Pengguna Google,1,08-09-2024 02:46,"Tak ada peraturan untuk menekan penjual2 nakal, mereka bebas untuk terus eksis di shopee.. harusnya setiap seller yang sengaja tidak merespon saat mereka aktif dapat hukuman dari shopee, bila perlu tutup tokonya",Negatif
Pengguna Google,5,08-09-2024 02:45,bagus,Positif
Pengguna Google,1,08-09-2024 02:44,"Semenjak update terbaru pengiriman semakin lama, semakin jelek kualitas belanja di aplikasi shopee ini, mana ongkir ke Kalimantan tidak bsa di pke voucher gratis ongkir selalu ad batas dan ketentuan, bru bsa dipakai. Banyak tingkah shopee sekarang.",Negatif
Pengguna Google,1,08-09-2024 02:44,"Shopee tolong di perhatikan untuk kami warga kalimantan kembalikan pengiriman lewat JNT EXPRESS/ DLL jangan automatis ke SHOPEE EXPRESS karena kami yg tinggal di Kecamtan/Desa pihak SHOPEE EXPRESS sering mengabaikan paket kami,kurir tidak mau mengantarkan paker,Paket sering hilang. Tolong sekali pihak shopee kembalikan JNT EXPRESS!!!!",Negatif
Pengguna Google,5,08-09-2024 02:43,"shoope sekarang lebih memikat,,mantap lanjutkan dan pertahankan prestasi anda",Positif
Pengguna Google,2,08-09-2024 02:43,Kenapa aplikasi shopee di hp saya sekarang berandanya gak bisa di buka,Negatif
Pengguna Google,5,08-09-2024 02:41,Banyak promo gratis ongkir COD,Positif
Pengguna Google,1,08-09-2024 02:40,"Tolong, saya ingin mengganti no hp Saya yang tidak aktif lagi. Tapi kenapa shopee malah memberikan kode otp ke no HP yang sudah tidak aktif?. Seharusnya ada cara lain untuk melakukan pergantian no hp. Jika begini akan mempersulit orang yang ingin Menganti no hp yang baru. Dan tidaklah mungkin saya harus Menganti akun Shopee saya. Saya harapkan anda mengerti dan segera menindaklanjutinya dengan baik ok.",Negatif
Pengguna Google,5,08-09-2024 02:40,"Untuk aplikasi bintang 5,tapi untuk pihak jasa kirim selain SPX,JNE,JNT, Bintang 1. Tolong benar-benar di perhatikan. pengiriman sangat lama untuk daerah saya.",Positif
Pengguna Google,5,08-09-2024 02:39,aplikasinya bagus banget😍😍😍😍,Positif
Pengguna Google,4,08-09-2024 02:39,mantap,Positif
Pengguna Google,5,08-09-2024 02:39,Lebih suka belanja apapun lewat shopee harga lebih hemat waktu juga lebih hemat,Positif
Pengguna Google,5,08-09-2024 02:38,terbaik,Positif
Pengguna Google,5,08-09-2024 02:38,Pelayanannya cepat,Positif
Pengguna Google,5,08-09-2024 02:37,Mohon spaylater saya dikonfirmasi,Positif
Pengguna Google,4,08-09-2024 02:37,tolong kembalikan shopee luar negeri plisss ╥﹏╥😔🙏🏻,Positif
Pengguna Google,2,08-09-2024 02:37,"berat loadingnya,, lemot ,, beda dgn app shoping lainnya ringan,! pengirimannya teramat sangat lambat sekali, acara banyak yg ambyar gara gara nungguin paket,Krn pemberitahuan estimasi kirimnya juga lambat UPDATE,,, jadi mulai males beli di sini",Negatif
Pengguna Google,5,08-09-2024 02:37,"Tempat belanja terbaik, produknya murah² lagi dan banyak voucher nya, mantapppp deh👍",Positif
Pengguna Google,5,08-09-2024 02:36,bagus,Positif
Pengguna Google,5,08-09-2024 02:35,Oke,Positif
Pengguna Google,5,08-09-2024 02:32,mantap tanpa ribet,Positif
Pengguna Google,5,08-09-2024 02:32,acc min pinjeman,Positif
Pengguna Google,5,08-09-2024 02:29,Mantab,Positif
Pengguna Google,5,08-09-2024 02:25,👍👍👍👍👍👍👍👍,Positif
Pengguna Google,3,08-09-2024 02:24,Lebih banyakin diskon nya,Netral
Pengguna Google,5,08-09-2024 02:22,Bagus oke sip rekomendet,Positif
Pengguna Google,1,08-09-2024 02:22,apk tai,Negatif
Pengguna Google,5,08-09-2024 02:18,Pengiriman yang cepat,Positif
Pengguna Google,5,08-09-2024 02:17,Mantapv,Positif
Pengguna Google,1,08-09-2024 02:16,"Kalo mau kirim barang paket itu yaa wa dulu ya, jangan langsung njujuk di rumah, kalo saya ga di rumah di wa , ntar ujungnya akun Shope yg kena banned, TOLOL",Negatif
Pengguna Google,5,08-09-2024 02:15,Sangat membantu,Positif
Pengguna Google,1,08-09-2024 02:14,Akun dibatasi padahal ngga melakukan aktivitas mencurigakan dan saya juga gapunya tagihan ke Shopee-Pay,Negatif
Pengguna Google,5,08-09-2024 02:14,mantap bos,Positif
Pengguna Google,5,08-09-2024 02:14,Omvk,Positif
Pengguna Google,1,08-09-2024 02:13,NOT RECOMMENDED,Negatif
Pengguna Google,5,08-09-2024 02:13,Mantap...,Positif
Pengguna Google,1,08-09-2024 02:12,Biaya admin token listrik 1jt gede banget 41rb. Gila..,Negatif
Pengguna Google,3,08-09-2024 02:12,"Awalnya Suka banget pake shopee, kurirnya juga fast respon,tapi semenjak kurir yang lama berhenti pihak ekspedisi malah seenaknya,blom diantar ke alamat tujuan malah ngasih alasan ditolak pembeli 🤧mungkin karena cod cek dulu makanya gak dianterin 😤 malah dikembalikan ke penjual😑",Netral
Pengguna Google,5,08-09-2024 02:11,Sangat membantu sekali dan semoga jadi lebih baik lagi,Positif
Pengguna Google,5,08-09-2024 02:10,Bagus,Positif
Pengguna Google,5,08-09-2024 02:10,Sangat puas dengan pelayanannya.pengiriman barang tepat waktu.... saya selalu pilih sopie soal belanja onlin semoga tambah jaya buat sopie...,Positif
Pengguna Google,5,08-09-2024 02:10,"Terimakasih shopee emang kamu tu bukan fisik yang bisa saya temui, tapi kamu tuh the best gitu, membantu banget buat aku belanja secara gampang, dan Alhamdulillah shopee mengaktifkan fitur COD cek dulu buat aku terbantu banget cz sering juga aku belanja di toko yang tidak amanah langsung di retur donk, klo dulu sebelum ada COD cek dulu aku tu sll melakukan tf setiap belanja supaya klo ketemu toko gk amanah tinggal buat resi, sekarang serba gampang, apalagi setiap belanja banyak diskon nya dong🤭",Positif
Pengguna Google,5,08-09-2024 02:10,Bagus bangwt,Positif
Pengguna Google,5,08-09-2024 02:09,Banyakin range koinnya dong shopee,Positif
Pengguna Google,5,08-09-2024 02:07,Pengalaman saya sampai saat ini shoppe selalu memberikan terbaik. Terima Kasih.,Positif
Pengguna Google,5,08-09-2024 02:06,Oke,Positif
Pengguna Google,5,08-09-2024 02:06,"Makin banyak biaya belanja di shopee skrg isi shopee ada biayanya,isi pakai BCA ada biaya penanganannya juga,jadi double biaya,makin kesini makin gak enak padahal udah langganan.",Positif
Pengguna Google,5,08-09-2024 02:06,"The best app, banyak diskon, pinjaman shopee dipermudah aman",Positif
Pengguna Google,5,08-09-2024 02:06,Member gold sophee pay 900 K Jadi bisa ngerem belanja malah ditambah limit extra... Wah gimana nih.... 🤔,Positif
Pengguna Google,5,08-09-2024 02:05,Bintang 5,Positif
Pengguna Google,1,08-09-2024 02:04,Iklan nya mengganggu sekali... Tolong hapus iklan nya !...,Negatif
Pengguna Google,1,08-09-2024 02:04,Pelayanan diskusi ribet lelet pisan asu,Negatif
Pengguna Google,5,08-09-2024 02:04,Oke,Positif
Pengguna Google,5,08-09-2024 02:02,Mantaaaap p,Positif
Pengguna Google,5,08-09-2024 02:02,Mantul,Positif
Pengguna Google,5,08-09-2024 02:02,Bagus banget,Positif
Pengguna Google,5,08-09-2024 02:00,"Worth it, barangnya selalu datang tepat waktu",Positif
Pengguna Google,5,08-09-2024 01:59,"Berguna banget sih bagi remaja kayak aku. Anak anak remaja tuh emang kepingin banget barang-barang yg lucu lucu terus yg imut imut. Termasuk aku pencinta seluruh komik. Selalu murah harganya, makanya aku suka beli di Shopee mamah aku, emang paling top deh buat se-Indonesia. Thx Shopee, selalu berikan yg terbaik untuk kita semua! :3",Positif
Pengguna Google,5,08-09-2024 01:58,Semoga tambah kaya sopie,Positif
Pengguna Google,5,08-09-2024 01:58,Pokoke shope barngy ngga kaleng kaleng,Positif
Pengguna Google,1,08-09-2024 01:57,Susah amat login nya padahal udh verifikasi link tapi masih disuruh login,Negatif
Pengguna Google,5,08-09-2024 01:57,Apk good,Positif
Pengguna Google,5,08-09-2024 01:57,Bintang menunjuk kan isi hati 🤣,Positif
Pengguna Google,1,08-09-2024 01:56,Shopee Game lu Riggg kali pembohonk publik,Negatif
Pengguna Google,5,08-09-2024 01:56,Mantap,Positif
Pengguna Google,5,08-09-2024 01:55,Sangat bgus buat sya yg suka chekout,Positif
Pengguna Google,5,08-09-2024 01:55,Mantap,Positif
Pengguna Google,1,08-09-2024 01:54,Iklan dimana mana gak jelass iklan mending di lazada,Negatif
Pengguna Google,5,08-09-2024 01:54,sopee memudahkan kita berbelanja,Positif
Pengguna Google,5,08-09-2024 01:53,Semoga shopee terus maju dan berkembang.dan mudah mudahan saya jadi top creator di shopee video🤲🤲🤲,Positif
Pengguna Google,3,08-09-2024 01:52,"Sering kali Barang yg di kirim Tdk cocok dgn pesanan.psn gula 1kg setelah nyampek cuma 1/5kg,psn 1set panci isi 5 ternyata cuma 1 panci kecil terus HP Oppo Reno setelah di kirim cuma mainan ini sekedar masukan aja BossQ ?",Netral
Pengguna Google,5,08-09-2024 01:50,Memudahkan untuk belanja,Positif
Pengguna Google,5,08-09-2024 01:50,Oke.,Positif
Pengguna Google,5,08-09-2024 01:50,Sangat Baik Dan Saya Suak Shoppe,Positif
Pengguna Google,5,08-09-2024 01:50,Solusi belanja online yang pasti memuaskan,Positif
Pengguna Google,5,08-09-2024 01:50,👍👍,Positif
Pengguna Google,5,08-09-2024 01:49,bagussss bangettt sukses selalu,Positif
Pengguna Google,5,08-09-2024 01:48,bagussss bagettt,Positif
Pengguna Google,5,08-09-2024 01:48,Bagus dh lama saya pakai cuman nge bug agak parah si layar putih lambat scrol kadang gak bisa pencet,Positif
Pengguna Google,5,08-09-2024 01:47,Sopy sangat Baik dan bertangung jawab,Positif
Pengguna Google,5,08-09-2024 01:46,Jos,Positif
Pengguna Google,5,08-09-2024 01:42,Shopping online yang terbaik. Memberi kemudahan dalam berbelanja. Thanks Shoopee,Positif
Pengguna Google,5,08-09-2024 01:42,Shopee memang keren dan melayani dengan sangat baik. Tingkatkan terus kualitas layanannya. Siip,Positif
Pengguna Google,4,08-09-2024 01:41,Oke lah pokoknya 👍👍 Tetap jaga kwalitas dn kuantitas yaa,Positif
Pengguna Google,5,08-09-2024 01:37,sangat terbantu,Positif
Pengguna Google,3,08-09-2024 01:37,agus,Netral
